"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"LMBRD2"	"ENDOSOME"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"integral component of membrane; membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 2"	409	"LYSOSOME&ENDOSOME"	1	"LMBRD2"	"-"	1	12	28	22	70	38	12	12	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	108	92	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"SLC12A4"	"ENDOSOME"	"Vesicles"	NA	"Uncertain"	"integral component of plasma membrane; lysosomal membrane; membrane; plasma membrane"	" Membrane; Multi-pass membrane protein"	"overlaps 6"	409	"LYSOSOME&ENDOSOME"	1	"SLC12A4"	"-"	1	14	20	22	72	42	14	10	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	18	98	62	18	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	38	62	NA	100	1	NA	1	1	100	NA	1	3	1	97
"TPRG1L"	"ENDOSOME"	"Cytoplasm;Vesicles"	NA	"Uncertain"	"cell junction; extracellular vesicular exosome; synaptic vesicle"	" Cytoplasmic vesicle secretory vesicle synaptic vesicle {ECO:0000250} Note=Localized to presynaptic nerve terminals {ECO:0000250}"	"overlaps 4"	409	"LYSOSOME&ENDOSOME"	1	"TPRG1L"	"-"	4	12	24	20	68	40	14	10	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	100	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"YIPF6"	"ENDOSOME"	"Vesicles"	NA	"Uncertain"	"cis-Golgi network; endoplasmic reticulum; ER to Golgi transport vesicle; integral component of membrane; trans-Golgi network"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 2"	409	"LYSOSOME&ENDOSOME"	1	"YIPF6"	"-"	1	8	18	22	68	44	14	16	10	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	40	60	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"CTSD"	"LYSOSOME"	NA	NA	NA	"extracellular region; extracellular space; extracellular vesicular exosome; lysosomal lumen; lysosome; mitochondrion"	" Lysosome Melanosome Secreted extracellular space Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV In aortic samples detected as an extracellular protein loosely bound to the matrix (PubMed:20551380) {ECO:0000269|PubMed:20551380}"	"overlaps 11"	459	"LYSOSOME&ENDOSOME"	1	"CTSD"	"-"	1	16	40	26	60	36	10	6	4	1	"-"	144	48	6	1	1	1	1	1	1	1	1	NA	1	14	8	112	44	22	NA	37	58	5	NA	38	58	4	NA	36	16	48	NA	100	1	1	1	NA	31	3	66	NA	96	4	NA	1	1	99	NA	1	2	15	82
"LYSMD4"	"LYSOSOME"	"Cytoskeleton (Actin filaments)"	"Cytoplasm"	"Uncertain"	"integral component of membrane"	" Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}"	"overlaps 1"	459	"LYSOSOME&ENDOSOME"	1	"LYSMD4"	"-"	4	16	40	28	62	36	6	4	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"PLA2G15"	"LYSOSOME"	"Nucleus but not nucleoli;Vesicles"	NA	"Uncertain"	"extracellular vesicular exosome; lysosome; mitochondrion"	" Lysosome {ECO:0000250} Secreted {ECO:0000269|PubMed:10092508}"	"overlaps 3"	459	"LYSOSOME&ENDOSOME"	1	"PLA2G15"	"-"	1	20	40	26	62	34	10	6	1	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	100	NA	1	1	1	1	NA	100	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"SCPEP1"	"LYSOSOME"	NA	NA	NA	"cytosol; extracellular vesicular exosome"	" Secreted {ECO:0000305}"	"overlaps 9"	459	"LYSOSOME&ENDOSOME"	1	"SCPEP1"	"-"	1	14	36	28	64	40	10	6	4	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	46	116	36	NA	1	100	1	NA	30	30	40	NA	1	2	98	NA	1	1	1	1	NA	28	1	72	NA	100	1	NA	1	1	1	NA	1	1	1	100
"SIAE"	"LYSOSOME"	"Vesicles"	"Nucleus but not nucleoli;Cytoplasm"	"Uncertain"	"extracellular space; extracellular vesicular exosome; lysosome"	" Lysosome {ECO:0000305} Secreted"	"overlaps 5"	459	"LYSOSOME&ENDOSOME"	1	"SIAE"	"-"	1	14	40	32	62	34	8	6	4	1	"-"	186	14	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	12	85	NA	75	8	18	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"MYOF"	"LYSOSOME"	"Vesicles"	"Plasma membrane"	"Supportive"	"caveola; cytoplasmic vesicle; extracellular vesicular exosome; integral component of membrane; intracellular membrane-bounded organelle; nuclear envelope; plasma membrane"	" Cell membrane; Single-pass type II membrane protein Nucleus membrane; Single-pass type II membrane protein Cytoplasmic vesicle membrane; Single-pass type II membrane protein Note=Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity) Found at nuclear and plasma membranes Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures {ECO:0000250}"	"overlaps 10"	94	"LYSOSOME&ENDOSOME"	1	"MYOF"	"-"	1	18	42	32	58	24	12	10	6	1	"-"	1	92	64	8	20	6	6	1	1	1	1	NA	1	1	1	1	1	1	NA	18	53	29	NA	86	12	1	NA	12	52	36	NA	88	1	1	12	NA	8	1	92	NA	98	2	NA	5	1	95	NA	1	1	1	99
"TMEM59"	"LYSOSOME"	NA	NA	NA	"extracellular vesicular exosome; Golgi cis cisterna; Golgi medial cisterna; Golgi trans cisterna; integral component of membrane; late endosome; lysosome; plasma membrane"	" Late endosome membrane; Single-pass type I membrane protein Lysosome membrane; Single-pass type I membrane protein Cell membrane; Single-pass type I membrane protein Golgi apparatus membrane; Single-pass type I membrane protein Note=Mainly localizes to late endosomes/lysosomes Probably first exported to the cell surface and then actively endocytosed to transiently localize in early endosomes on its way to the late endosomal/lysosomal compartment where it becomes quickly degraded"	"overlaps 2"	94	"LYSOSOME&ENDOSOME"	1	"TMEM59"	"-"	1	12	36	34	62	28	8	10	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	11	89	NA	1	1	1	1
"VAMP7"	"LYSOSOME"	"Vesicles"	NA	"Supportive"	"apical part of cell; cell junction; cell surface; cytoplasm; endoplasmic reticulum membrane; extracellular vesicular exosome; Golgi apparatus; integral component of membrane; intracellular membrane-bounded organelle; late endosome membrane; lysosomal membrane; neuron projection; perinuclear region of cytoplasm; phagocytic vesicle; plasma membrane; SNARE complex; synapse"	" Cytoplasmic vesicle secretory vesicle membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250} Golgi apparatus trans-Golgi network membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250} Late endosome membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250} Lysosome membrane {ECO:0000269|PubMed:17897319}; Single-pass type IV membrane protein {ECO:0000269|PubMed:17897319} Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250} Cytoplasmic vesicle phagosome membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250} Cell junction synapse synaptosome {ECO:0000250} Note=In immature neurons expression is localized in vesicular structures in axons and dendrites while in mature neurons it is localized to the somatodendritic region Colocalizes with LAMP1 in kidney cells Localization to the endoplasmic reticulum membrane was observed in the intestine but not in liver or kidney (By similarity) {ECO:0000250}"	"overlaps 10"	94	"LYSOSOME&ENDOSOME"	1	"VAMP7"	"-"	1	16	36	30	58	28	10	8	8	1	"-"	80	60	58	1	1	1	1	1	1	1	1	NA	1	1	16	138	44	1	NA	30	42	28	NA	1	97	1	NA	1	1	100	NA	1	1	1	1	NA	35	65	1	NA	99	2	NA	3	20	77	NA	25	1	1	75
"CLN5"	"LYSOSOME"	NA	NA	NA	"endoplasmic reticulum; extracellular vesicular exosome; Golgi apparatus; integral component of membrane; lysosomal membrane; lysosome; perinuclear region of cytoplasm; vacuolar lumen"	" Lysosome {ECO:0000269|PubMed:11971870}"	"overlaps 3"	215	"LYSOSOME&ENDOSOME"	1	"CLN5"	"-"	1	20	34	30	52	38	12	8	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"CTSB"	"LYSOSOME"	"Vesicles"	"Nucleoli"	"Supportive"	"endolysosome lumen; extracellular region; extracellular space; extracellular vesicular exosome; intracellular; intracellular membrane-bounded organelle; lysosome; mitochondrion; nucleolus; perinuclear region of cytoplasm"	" Lysosome Melanosome Secreted extracellular space {ECO:0000250} Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 10"	215	"LYSOSOME&ENDOSOME"	1	"CTSB"	"-"	1	14	34	30	52	42	12	10	6	1	"-"	164	36	1	1	1	1	1	1	1	1	1	NA	12	8	16	90	64	10	NA	1	1	100	NA	28	65	6	NA	9	9	82	NA	100	1	1	1	NA	44	6	50	NA	99	1	NA	1	1	1	NA	1	3	1	97
"GLA"	"LYSOSOME"	NA	NA	NA	"cytoplasm; extracellular region; extracellular vesicular exosome; Golgi apparatus; lysosomal lumen; lysosome"	" Lysosome"	"overlaps 5"	215	"LYSOSOME&ENDOSOME"	1	"GLA"	"-"	1	14	38	28	54	44	12	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	6	46	114	36	NA	1	1	1	NA	36	62	1	NA	1	6	94	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"LGMN"	"LYSOSOME"	"Cytoplasm"	NA	"Uncertain"	"apical part of cell; extracellular vesicular exosome; late endosome; lysosomal lumen; lysosome"	" Lysosome {ECO:0000250}"	"overlaps 8"	246	"LYSOSOME&ENDOSOME"	1	"LGMN"	"-"	1	20	40	24	68	30	6	8	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	14	1	42	86	50	6	NA	98	1	2	NA	68	30	1	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	2	4	93
"NPC1"	"LYSOSOME"	NA	NA	NA	"endoplasmic reticulum; endosome; extracellular region; extracellular vesicular exosome; Golgi apparatus; integral component of membrane; integral component of plasma membrane; lysosomal membrane; lysosome; membrane; membrane raft; nuclear envelope; perinuclear region of cytoplasm"	" Late endosome membrane {ECO:0000269|PubMed:17897319}; Multi-pass membrane protein {ECO:0000269|PubMed:17897319} Lysosome membrane {ECO:0000269|PubMed:17897319}; Multi-pass membrane protein {ECO:0000269|PubMed:17897319}"	"overlaps 9"	246	"LYSOSOME&ENDOSOME"	1	"NPC1"	"-"	1	20	38	30	70	24	8	4	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	94	6	NA	9	53	38	NA	7	1	93	NA	100	1	1	1	NA	1	11	89	NA	100	1	NA	1	1	100	NA	1	1	1	100
"PLD3"	"LYSOSOME"	"Nucleus;Cytoplasm"	"Nucleoli"	"Uncertain"	"endoplasmic reticulum; extracellular vesicular exosome; integral component of membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:15794758}; Single-pass type II membrane protein {ECO:0000269|PubMed:15794758}"	"overlaps 10"	246	"LYSOSOME&ENDOSOME"	1	"PLD3"	"-"	1	16	38	28	70	24	8	10	6	1	"-"	194	1	1	1	1	6	1	1	1	1	1	NA	1	1	8	62	100	30	NA	1	1	1	NA	16	73	11	NA	1	1	99	NA	100	1	1	1	NA	66	5	30	NA	93	7	NA	1	6	94	NA	1	11	1	89
"SCAMP5"	"ENDOSOME"	NA	NA	NA	"cell junction; cytoplasmic vesicle; Golgi membrane; integral component of membrane; plasma membrane; recycling endosome membrane; synapse; trans-Golgi network membrane"	" Cell membrane; Multi-pass membrane protein Golgi apparatus membrane; Multi-pass membrane protein Golgi apparatus trans-Golgi network membrane; Multi-pass membrane protein Recycling endosome membrane; Multi-pass membrane protein Cytoplasmic vesicle secretory vesicle synaptic vesicle membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Note=Mainly localizes in Golgi apparatus membrane Upon calcium-triggered exocytosis it translocates to the cell membrane Highly enriched in synaptic vesicles (By similarity) {ECO:0000250}"	"overlaps 1"	299	"LYSOSOME&ENDOSOME"	1	"SCAMP5"	"-"	1	14	24	22	62	36	20	10	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"SLC20A2"	"ENDOSOME"	NA	NA	NA	"extracellular vesicular exosome; integral component of plasma membrane; membrane; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:9151850}; Multi-pass membrane protein {ECO:0000269|PubMed:9151850}"	"overlaps 1"	299	"LYSOSOME&ENDOSOME"	1	"SLC20A2"	"-"	1	16	16	20	64	46	20	10	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"STEAP2"	"ENDOSOME"	"Vesicles"	NA	"Supportive"	"cytosol; early endosome; integral component of Golgi membrane; intracellular membrane-bounded organelle; plasma membrane; trans-Golgi network transport vesicle"	" Endosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Cell membrane {ECO:0000269|PubMed:12429817}; Multi-pass membrane protein {ECO:0000269|PubMed:12429817}"	"overlaps 1"	299	"LYSOSOME&ENDOSOME"	1	"STEAP2"	"-"	1	22	18	24	68	38	22	8	1	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"GUSB"	"LYSOSOME"	"Vesicles"	NA	"Supportive"	"extracellular vesicular exosome; intracellular membrane-bounded organelle; lysosomal lumen; membrane"	" Lysosome"	"overlaps 6"	311	"LYSOSOME&ENDOSOME"	1	"GUSB"	"-"	1	22	42	30	66	30	6	1	1	1	"-"	70	24	1	6	10	70	1	10	4	1	4	NA	1	1	4	98	82	14	NA	1	1	1	NA	1	1	1	NA	24	16	60	NA	1	1	1	1	NA	1	1	1	NA	99	1	NA	1	1	1	NA	1	1	1	100
"TMEM55A"	"LYSOSOME"	NA	NA	NA	"endosome; integral component of membrane; lysosome"	" Late endosome membrane {ECO:0000269|PubMed:16365287}; Multi-pass membrane protein {ECO:0000269|PubMed:16365287} Lysosome membrane {ECO:0000269|PubMed:16365287}; Multi-pass membrane protein {ECO:0000269|PubMed:16365287}"	"overlaps 3"	311	"LYSOSOME&ENDOSOME"	1	"TMEM55A"	"-"	1	24	40	30	62	24	8	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	28	82	78	14	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	91	9	NA	1	1	1	NA	1	1	1	1
"TMEM55B"	"LYSOSOME"	"Nucleus;Vesicles"	NA	"Supportive"	"endosome; integral component of membrane; lysosome"	" Late endosome membrane {ECO:0000269|PubMed:16365287}; Multi-pass membrane protein {ECO:0000269|PubMed:16365287} Lysosome membrane {ECO:0000269|PubMed:16365287}; Multi-pass membrane protein {ECO:0000269|PubMed:16365287}"	"overlaps 4"	311	"LYSOSOME&ENDOSOME"	1	"TMEM55B"	"-"	1	22	38	32	64	26	6	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	82	16	1	NA	1	1	1	1	NA	1	1	1	NA	52	48	NA	1	100	1	NA	1	1	1	1
"CLCN6"	"LYSOSOME"	"Plasma membrane;Cytoplasm"	NA	"Uncertain"	"endosome membrane; integral component of membrane; lysosomal membrane"	" Endosome membrane {ECO:0000269|PubMed:17534424}; Multi-pass membrane protein {ECO:0000269|PubMed:17534424} Note=Detected in detergent-resistant lipid rafts"	"overlaps 1"	335	"LYSOSOME&ENDOSOME"	1	"CLCN6"	"-"	1	18	36	38	62	24	12	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"LAMTOR3"	"LYSOSOME"	NA	NA	NA	"extracellular vesicular exosome; focal adhesion; Ragulator complex"	" Late endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}"	"overlaps 6"	335	"LYSOSOME&ENDOSOME"	1	"LAMTOR3"	"-"	1	20	28	36	62	32	8	4	4	1	"-"	78	120	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	98	1	2	NA	1	1	1	NA	1	6	94	NA	1	1	1	1	NA	1	1	1	NA	56	44	NA	1	1	1	NA	1	17	56	27
"MFSD1"	"LYSOSOME"	"Nucleus"	"Nucleoli"	"Uncertain"	"integral component of membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 2"	335	"LYSOSOME&ENDOSOME"	1	"MFSD1"	"-"	1	20	34	32	64	26	8	8	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	12	130	58	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"ANKRD27"	"ENDOSOME"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; early endosome; lysosome; membrane"	" Cytoplasm Note=Mainly localized to early endosomes in the perinuclear region {ECO:0000250}"	"overlaps 2"	339	"LYSOSOME&ENDOSOME"	1	"ANKRD27"	"-"	18	18	26	26	54	30	10	6	10	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"COMMD6"	"ENDOSOME"	NA	NA	NA	"cytoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:16573520} Cytoplasm {ECO:0000269|PubMed:16573520}"	"overlaps 7"	339	"LYSOSOME&ENDOSOME"	1	"COMMD6"	"-"	16	20	20	20	64	24	10	12	12	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	97	1	1	NA	1	1	100	NA	1	1	1	1	NA	100	1	1	NA	71	29	NA	80	1	20	NA	97	1	1	3
"VPS29"	"ENDOSOME"	"Cytoplasm;Vesicles"	NA	"Supportive"	"cytoplasm; cytosol; endosome; extracellular vesicular exosome; intracellular membrane-bounded organelle; membrane"	" Cytoplasm Membrane; Peripheral membrane protein Endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}"	"overlaps 10"	339	"LYSOSOME&ENDOSOME"	1	"VPS29"	"-"	22	18	24	18	58	38	8	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	38	8	80	28	46	1	NA	75	25	1	NA	68	31	1	NA	1	1	100	NA	100	1	1	1	NA	34	29	38	NA	88	12	NA	72	2	26	NA	59	1	1	40
"GJA1"	"ENDOSOME"	NA	NA	NA	"apical plasma membrane; connexon complex; contractile fiber; cytosol; early endosome; endoplasmic reticulum membrane; extracellular vesicular exosome; fascia adherens; focal adhesion; gap junction; Golgi apparatus; Golgi-associated vesicle membrane; Golgi membrane; integral component of plasma membrane; intercalated disc; intermediate filament; lateral plasma membrane; lysosome; membrane raft; mitochondrial outer membrane; multivesicular body; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:22411987}; Multi-pass membrane protein {ECO:0000269|PubMed:22411987} Cell junction gap junction {ECO:0000269|PubMed:22411987}"	"overlaps 2"	442	"LYSOSOME&ENDOSOME"	0.75	"GJA1"	"-"	1	26	30	24	40	36	18	14	10	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	47	32	21	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"LRRC8A"	"ENDOSOME"	"Nucleus but not nucleoli"	NA	"Uncertain"	"cell surface; ion channel complex; membrane; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:24725410 ECO:0000269|PubMed:24782309 ECO:0000269|PubMed:24790029}; Multi-pass membrane protein {ECO:0000269|PubMed:24725410 ECO:0000269|PubMed:24782309 ECO:0000269|PubMed:24790029}"	"overlaps 7"	442	"LYSOSOME&ENDOSOME"	0.75	"LRRC8A"	"-"	1	32	20	24	48	36	14	14	12	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	90	8	1	NA	1	1	1	NA	1	100	1	1	NA	1	1	1	NA	22	78	NA	1	1	100	NA	1	1	1	99
"SLC38A4"	"PM"	NA	NA	NA	"integral component of membrane; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:11414754 ECO:0000269|PubMed:16148032}; Multi-pass membrane protein {ECO:0000269|PubMed:11414754 ECO:0000269|PubMed:16148032}"	"overlaps 1"	442	"LYSOSOME&ENDOSOME"	0.75	"SLC38A4"	"-"	1	28	28	26	44	42	20	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"STEAP1"	"ENDOSOME"	NA	NA	NA	"cell-cell junction; endosome; integral component of plasma membrane; membrane; plasma membrane"	" Endosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}"	"overlaps 1"	442	"LYSOSOME&ENDOSOME"	0.75	"STEAP1"	"-"	1	32	28	20	38	40	18	14	12	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"CCDC53"	"ENDOSOME"	"Vesicles"	"Cytoskeleton (Actin filaments)"	"Supportive"	"actin cytoskeleton; intracellular membrane-bounded organelle; WASH complex"	NA	"overlaps 5"	9	"LYSOSOME&ENDOSOME"	1	"CCDC53"	"-"	10	14	24	22	56	32	12	14	10	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	85	15	1	NA	1	1	1	1	NA	100	1	1	NA	30	70	NA	1	1	1	NA	54	1	1	46
"RAB4B"	"ENDOSOME"	NA	NA	NA	"insulin-responsive compartment; perinuclear region of cytoplasm; plasma membrane; recycling endosome"	" Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}"	"overlaps 7"	9	"LYSOSOME&ENDOSOME"	1	"RAB4B"	"-"	4	14	24	16	58	38	14	16	12	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	62	30	8	NA	1	1	1	NA	31	4	65	NA	100	1	1	1	NA	43	57	1	NA	100	1	NA	1	1	1	NA	1	1	1	100
"LRP6"	"ENDOSOME"	NA	NA	NA	"cell surface; cytoplasmic vesicle; early endosome; endoplasmic reticulum; integral component of membrane; neuronal cell body; plasma membrane; receptor complex; synapse"	" Membrane; Single-pass type I membrane protein Endoplasmic reticulum Note=On Wnt signaling undergoes a cycle of caveolin- or clathrin-mediated endocytosis and plasma membrane location Released from the endoplasmic reticulum on palmitoylation Mono-ubiquitination retains it in the endoplasmic reticulum in the absence of palmitoylation On Wnt signaling phosphorylated aggregates and colocalizes with AXIN1 and GSK3B at the plasma membrane in LRP6-signalsomes Chaperoned to the plasma membrane by MESD (By similarity) {ECO:0000250}"	"overlaps 2"	440	"LYSOSOME&ENDOSOME"	1	"LRP6"	"-"	4	32	34	20	52	26	6	18	12	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	50	50	1	NA	1	1	1	1
