"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Bileck.cyt"	"data_Bileck.Nucl"	"data_non_NUM_space.x"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_non_NUM_space.y"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"
"NEDD4"	""	"Cytoplasm"	NA	"Uncertain"	"apicolateral plasma membrane; cell cortex; chromatin; cytoplasm; cytosol; extracellular vesicular exosome; Golgi apparatus; nucleus; perinuclear region of cytoplasm; plasma membrane; ubiquitin ligase complex"	" Cytoplasm {ECO:0000250} Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250} Note=Recruited to the plasma membrane by GRB10 Once complexed with GRB10 and IGF1R follows IGF1R internalization remaining associated with early endosomes Uncouples from IGF1R-containing endosomes before the sorting of the receptor to the lysosomal compartment (By similarity) May be recruited to exosomes by NDFIP1 {ECO:0000250 ECO:0000269|PubMed:18819914}"	"overlaps 3"	247	"CYTOSOL"	0.75	"NEDD4"	"-"	64	36	30	16	24	12	6	6	6	1	"-"	100	1	"-"	89	1	11	"-"	74	26	1
"OSBP"	"ER"	"Golgi apparatus"	"Nucleus but not nucleoli;Cytoplasm"	"Supportive"	"cell junction; cytoplasm; Golgi apparatus; membrane; nucleolus; nucleus"	" Cytoplasm Golgi apparatus membrane; Peripheral membrane protein Note=When bound to oxysterols translocates to the periphery of Golgi membranes"	"overlaps 3"	247	"CYTOSOL"	0.75	"OSBP"	"-"	30	14	18	12	28	38	20	24	16	1	"-"	98	2	"-"	90	1	10	"-"	74	25	1
"PAFAH1B3"	"CYTOSOL"	"Cytoskeleton (Intermediate filaments)"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome; membrane"	" Cytoplasm"	"overlaps 3"	247	"CYTOSOL"	0.75	"PAFAH1B3"	"-"	108	24	22	8	18	1	4	4	8	1	"-"	100	1	"-"	89	1	10	"-"	73	27	1
"PGM1"	"CYTOSOL"	"Cytoskeleton (Actin filaments)"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome"	" Isoform 1: Cytoplasm"	"overlaps 3"	247	"CYTOSOL"	0.75	"PGM1"	"-"	108	30	22	12	12	8	4	1	1	1	"-"	99	1	"-"	89	1	10	"-"	72	28	1
"CLIC1"	""	"Cytoplasm"	NA	"Supportive"	"blood microparticle; brush border; chloride channel complex; cytoplasm; extracellular space; extracellular vesicular exosome; membrane; mitochondrion; nuclear envelope; nucleus; perinuclear region of cytoplasm; plasma membrane; vesicle"	" Nucleus Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305} Cytoplasm Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305} Note=Mostly in the nucleus including in the nuclear membrane Small amount in the cytoplasm and the plasma membrane Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain"	"overlaps 3"	428	"CYTOSOL"	0.75	"CLIC1"	"-"	56	44	34	22	24	12	4	1	1	1	"-"	96	4	"-"	84	1	15	"-"	62	38	1
"GSS"	"CYTOSOL"	"Nucleus"	NA	"Supportive"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 3"	428	"CYTOSOL"	0.75	"GSS"	"-"	118	24	26	10	16	6	1	1	1	1	"-"	99	1	"-"	83	1	17	"-"	57	40	3
"HSP90AA1"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; endocytic vesicle lumen; extracellular region; extracellular vesicular exosome; membrane; mitochondrion; nucleus; plasma membrane"	" Cytoplasm Melanosome Cell membrane Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 3"	428	"CYTOSOL"	0.75	"HSP90AA1"	"-"	114	26	24	10	12	6	1	1	1	1	"-"	95	5	"-"	83	1	16	"-"	60	40	1
"NUB1"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Nucleus {ECO:0000269|PubMed:11259415} Note=Predominantly nuclear"	"overlaps 3"	428	"CYTOSOL"	0.75	"NUB1"	"-"	94	22	20	6	10	10	10	12	12	4	"-"	100	1	"-"	84	1	16	"-"	62	38	1
"SMS"	"CYTOSOL"	"Nucleus"	"Cytoplasm"	"Supportive"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 3"	428	"CYTOSOL"	0.75	"SMS"	"-"	106	32	26	10	10	8	1	1	1	1	"-"	100	1	"-"	82	1	18	"-"	62	38	1
"AP1S1"	"ENDOSOME"	"Golgi apparatus;Vesicles"	NA	"Supportive"	"AP-1 adaptor complex; coated pit; cytoplasmic vesicle membrane; cytosol; extracellular vesicular exosome; Golgi membrane; lysosomal membrane; membrane; trans-Golgi network membrane"	" Golgi apparatus {ECO:0000269|PubMed:9733768} Cytoplasmic vesicle membrane {ECO:0000269|PubMed:9733768}; Peripheral membrane protein {ECO:0000269|PubMed:9733768}; Cytoplasmic side {ECO:0000269|PubMed:9733768} Membrane clathrin-coated pit {ECO:0000269|PubMed:9733768} Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex"	"overlaps 3"	344	"CYTOSOL"	0.6	"AP1S1"	"-"	6	8	26	20	80	38	12	8	1	1	"-"	89	11	"-"	79	3	19	"-"	47	52	1
"IARS"	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; membrane"	" Cytoplasm "	"overlaps 3"	344	"CYTOSOL"	0.6	"IARS"	"-"	126	8	16	4	8	10	6	8	8	6	"-"	91	9	"-"	79	1	20	"-"	48	50	3
"LARS"	""	"Cytoplasm"	"Nucleus"	"Supportive"	"cytoplasm; cytosol; nucleus"	" Cytoplasm "	"overlaps 3"	344	"CYTOSOL"	0.6	"LARS"	"-"	122	16	18	6	10	8	4	6	8	4	"-"	91	9	"-"	77	1	23	"-"	54	44	2
"PSMA3"	"CYTOSOL"	"Cytoskeleton (Microtubules)"	"Cytoskeleton (Cytokinetic bridge)"	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome complex; proteasome core complex; proteasome core complex, alpha-subunit complex"	" Cytoplasm Nucleus"	"overlaps 3"	344	"CYTOSOL"	0.6	"PSMA3"	"-"	120	20	22	8	6	6	1	6	8	4	"-"	92	8	"-"	78	1	21	"-"	53	47	1
"PSMA5"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome complex; proteasome core complex; proteasome core complex, alpha-subunit complex"	" Cytoplasm Nucleus"	"overlaps 3"	344	"CYTOSOL"	0.6	"PSMA5"	"-"	112	26	22	8	10	6	4	4	4	4	"-"	93	7	"-"	78	1	21	"-"	50	50	1
"PSMB2"	"CYTOSOL"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; membrane; nucleoplasm; nucleus; proteasome complex; proteasome core complex"	" Cytoplasm Nucleus"	"overlaps 3"	344	"CYTOSOL"	0.6	"PSMB2"	"-"	144	4	14	6	6	6	4	4	6	4	"-"	94	6	"-"	80	1	20	"-"	51	49	1
"UFC1"	"ER"	"Nucleus but not nucleoli"	"Cytoplasm"	"Uncertain"	"extracellular vesicular exosome"	NA	"overlaps 3"	344	"CYTOSOL"	0.6	"UFC1"	"-"	28	8	10	8	22	46	24	22	26	6	"-"	93	7	"-"	78	1	22	"-"	49	49	2
"PEPD"	"CYTOSOL"	NA	NA	NA	"extracellular vesicular exosome"	NA	"overlaps 3"	72	"CYTOSOL"	1	"PEPD"	"-"	116	22	22	10	12	6	1	1	4	1	"-"	98	2	"-"	87	1	13	"-"	88	12	1
"PFN1"	""	"Cytoplasm"	NA	"Supportive"	"blood microparticle; cytoskeleton; cytosol; extracellular vesicular exosome; focal adhesion; membrane; nucleus"	" Cytoplasm cytoskeleton"	"overlaps 3"	72	"CYTOSOL"	1	"PFN1"	"-"	60	46	38	18	20	10	4	1	1	1	"-"	97	3	"-"	86	1	14	"-"	87	13	1
"QDPR"	""	"Mitochondria"	NA	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome; mitochondrion; neuron projection"	NA	"overlaps 3"	72	"CYTOSOL"	1	"QDPR"	"-"	72	24	22	10	12	10	10	18	20	4	"-"	100	1	"-"	85	1	15	"-"	86	12	2
"TBCB"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; microtubule; microtubule cytoskeleton; nucleus"	" Cytoplasm {ECO:0000269|PubMed:15831477} Cytoplasm cytoskeleton {ECO:0000269|PubMed:15831477} Note=Colocalizes with microtubules In differentiated neurons located in the cytoplasm In differentiating neurons accumulates at the growth cone"	"overlaps 3"	72	"CYTOSOL"	1	"TBCB"	"-"	94	28	28	12	16	8	4	4	4	1	"-"	100	1	"-"	87	1	13	"-"	84	8	8
"ADSL"	""	"Cytoplasm"	NA	"Supportive"	"cytosol; mitochondrion"	NA	"overlaps 3"	81	"CYTOSOL"	1	"ADSL"	"-"	82	18	18	10	18	12	8	14	18	1	"-"	99	1	"-"	83	1	17	"-"	82	17	1
"IKBKAP"	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; DNA-directed RNA polymerase II, holoenzyme; Elongator holoenzyme complex; nucleolus; transcription elongation factor complex"	" Cytoplasm Nucleus"	"overlaps 3"	81	"CYTOSOL"	1	"IKBKAP"	"-"	84	28	24	10	10	8	6	10	12	12	"-"	100	1	"-"	83	1	16	"-"	85	14	1
"MAPK14"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; mitochondrion; nucleoplasm; nucleus; spindle pole"	" Cytoplasm Nucleus"	"overlaps 3"	81	"CYTOSOL"	1	"MAPK14"	"-"	100	16	24	6	10	10	10	10	8	4	"-"	100	1	"-"	84	1	16	"-"	83	16	1
"PPP6C"	"CYTOSOL"	NA	NA	NA	"cytosol"	" Cytoplasm "	"overlaps 3"	81	"CYTOSOL"	1	"PPP6C"	"-"	72	50	40	14	8	8	1	1	1	1	"-"	98	2	"-"	82	1	16	"-"	83	17	1
"PTMS"	""	"Nucleus;Nucleoli"	NA	"Uncertain"	"nucleus"	NA	"overlaps 3"	81	"CYTOSOL"	1	"PTMS"	"-"	152	10	18	6	8	4	1	1	1	1	"-"	100	1	"-"	86	1	14	"-"	83	17	1
"USP9X"	"CYTOSOL"	NA	NA	NA	"apical part of cell; cytoplasm; cytosol; growth cone; membrane"	" Cytoplasm Cell projection growth cone"	"overlaps 3"	81	"CYTOSOL"	1	"USP9X"	"-"	94	28	22	8	12	10	6	6	8	4	"-"	98	2	"-"	84	1	15	"-"	83	16	1
"XPO7"	""	"Nucleus"	NA	"Uncertain"	"cytoplasm; nuclear pore; nucleus"	" Cytoplasm Nucleus {ECO:0000305} Nucleus nuclear pore complex {ECO:0000305} Note=Shuttles between the nucleus and the cytoplasm {ECO:0000305}"	"overlaps 3"	81	"CYTOSOL"	1	"XPO7"	"-"	122	20	20	8	10	6	1	4	4	4	"-"	100	1	"-"	83	1	16	"-"	81	19	1
"DRG2"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm;Vesicles"	NA	"Supportive"	"cytoplasm; membrane; mitochondrion"	" Cytoplasm"	"overlaps 3"	111	"CYTOSOL"	1	"DRG2"	"-"	82	34	22	12	14	10	6	6	8	6	"-"	100	1	"-"	81	1	19	"-"	42	58	1
"MAP2K1"	""	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"cell cortex; cytoplasm; cytoskeleton; cytosol; dendrite cytoplasm; early endosome; extracellular vesicular exosome; focal adhesion; Golgi apparatus; late endosome; mitochondrion; nucleus; perikaryon; perinuclear region of cytoplasm; plasma membrane"	" Cytoplasm cytoskeleton microtubule organizing center centrosome Cytoplasm cytoskeleton microtubule organizing center spindle pole body Cytoplasm Nucleus Note=Localizes at centrosomes during prometaphase midzone during anaphase and midbody during telophase/cytokinesis"	"overlaps 3"	111	"CYTOSOL"	1	"MAP2K1"	"-"	56	12	12	10	12	14	16	30	26	10	"-"	100	1	"-"	76	1	24	"-"	44	56	1
"MAP2K3"	""	"Nucleus but not nucleoli"	"Cytoplasm;Endoplasmic reticulum"	"Uncertain"	"cytosol; membrane; nucleoplasm"	NA	"overlaps 3"	111	"CYTOSOL"	1	"MAP2K3"	"-"	46	18	16	6	6	14	18	28	30	16	"-"	100	1	"-"	76	1	24	"-"	39	61	1
"PSMD7"	"CYTOSOL"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; membrane; nucleoplasm; nucleus; proteasome complex; proteasome regulatory particle"	NA	"overlaps 3"	111	"CYTOSOL"	1	"PSMD7"	"-"	106	20	18	8	10	10	6	8	10	4	"-"	94	6	"-"	77	1	23	"-"	45	55	1
"ANXA11"	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"azurophil granule; cytoplasm; extracellular vesicular exosome; membrane; midbody; nuclear envelope; nucleoplasm; nucleus; phagocytic vesicle; specific granule; spindle"	" Cytoplasm Melanosome Nucleus envelope Nucleus nucleoplasm Cytoplasm cytoskeleton spindle Note=Found throughout the nucleoplasm at interphase and during mitosis concentrates around the mitotic apparatus (By similarity) Elevation of intracellular calcium causes relocalization from the nucleoplasm to the nuclear envelope with little effect on the cytoplasmic pool Localization to the nuclear envelope is cell-cycle dependent {ECO:0000250}"	"overlaps 3"	178	"CYTOSOL"	1	"ANXA11"	"-"	58	30	32	18	28	16	6	8	6	1	"-"	92	8	"-"	63	5	32	"-"	58	41	1
"PSMB4"	"CYTOSOL"	"Cytoskeleton (Intermediate filaments);Centrosome"	"Cytoplasm"	"Uncertain"	"cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome complex; proteasome core complex"	" Cytoplasm "	"overlaps 3"	178	"CYTOSOL"	1	"PSMB4"	"-"	126	18	22	8	8	6	1	4	6	1	"-"	96	4	"-"	65	5	30	"-"	53	47	1
"PSMD14"	""	"Nucleus but not nucleoli"	"Cytoplasm;Mitochondria;Vesicles"	"Supportive"	"cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex; proteasome regulatory particle, lid subcomplex"	NA	"overlaps 3"	178	"CYTOSOL"	1	"PSMD14"	"-"	114	18	18	8	8	10	4	8	8	1	"-"	96	4	"-"	67	6	27	"-"	56	44	1
"UBE2M"	"CYTOSOL"	"Nucleus;Nucleoli"	"Cytoplasm"	"Supportive"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 3"	178	"CYTOSOL"	1	"UBE2M"	"-"	94	24	24	10	12	8	4	10	8	4	"-"	88	12	"-"	68	1	32	"-"	55	44	1
"YWHAE"	""	"Cytoplasm"	NA	"Uncertain"	"cytoplasmic vesicle membrane; cytosol; extracellular vesicular exosome; focal adhesion; kinesin complex; membrane; mitochondrion"	" Cytoplasm {ECO:0000250} Melanosome {ECO:0000269|PubMed:12042314 ECO:0000269|PubMed:17081065} Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 3"	178	"CYTOSOL"	1	"YWHAE"	"-"	62	44	28	18	20	12	6	1	1	4	"-"	92	8	"-"	63	11	27	"-"	54	45	1
"ANXA1"	""	"Plasma membrane;Cytoplasm"	"Nucleus but not nucleoli;Nuclear membrane"	"Supportive"	"cell surface; cilium; cornified envelope; cytoplasm; endosome; extracellular region; extracellular space; extracellular vesicular exosome; focal adhesion; mitochondrial membrane; nucleus; plasma membrane; protein complex; sarcolemma; vesicle"	" Nucleus {ECO:0000250} Cytoplasm {ECO:0000250} Cell projection cilium {ECO:0000250} Basolateral cell membrane {ECO:0000250} Note=Found in the cilium nucleus and basolateral cell membrane of ciliated cells in the tracheal endothelium Found in the cytoplasm of type II pneumocytes and alveolar macrophages {ECO:0000250}"	"overlaps 3"	181	"CYTOSOL"	1	"ANXA1"	"-"	36	16	10	10	8	8	14	36	34	26	"-"	98	2	"-"	78	2	20	"-"	83	17	1
"COPS7A"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"COP9 signalosome; cytoplasm"	" Cytoplasm {ECO:0000269|PubMed:9535219} Nucleus {ECO:0000269|PubMed:9535219}"	"overlaps 3"	181	"CYTOSOL"	1	"COPS7A"	"-"	84	26	20	8	10	10	6	12	14	10	"-"	96	4	"-"	80	1	19	"-"	82	17	1
"MRI1"	"CYTOSOL"	"Cytoplasm"	"Nucleoli"	"Supportive"	"cell projection; cytoplasm; cytosol; nucleolus"	" Nucleus {ECO:0000255|HAMAP-Rule:MF_03119 ECO:0000269|PubMed:19620624} Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03119 ECO:0000269|PubMed:19620624} Cell projection {ECO:0000269|PubMed:19620624} Note=Primarily nuclear but cytoplasmic in cancer cells with enrichment at leading edge of the plasma membrane in late stage tumor cells"	"overlaps 3"	181	"CYTOSOL"	1	"MRI1"	"-"	90	34	30	10	10	10	4	4	1	1	"-"	100	1	"-"	81	1	19	"-"	86	14	1
"MYO1E"	""	NA	NA	NA	"actin cytoskeleton; adherens junction; cell-cell junction; cytoplasm; cytoplasmic vesicle; cytoskeleton; extracellular vesicular exosome; myosin complex"	" Cytoplasm Cytoplasm cytoskeleton Cytoplasmic vesicle Cytoplasmic vesicle clathrin-coated vesicle Cell junction {ECO:0000250} Note=Colocalizes with F-actin (By similarity) In cultured podocytes it localizes close to and is associated with the cytoplasmic membrane with enrichment at the lamellipodia tips Colocalizes with cytoplasmic vesicles including endocytic clathrin-coated vesicles Colocalizes with dynamin at cytoplasmic vesicles {ECO:0000250}"	"overlaps 3"	181	"CYTOSOL"	1	"MYO1E"	"-"	14	68	30	20	22	14	4	12	12	1	"-"	99	1	"-"	77	6	17	"-"	86	14	1
"PMVK"	"CYTOSOL"	NA	NA	NA	"cytosol; extracellular vesicular exosome; membrane; peroxisome"	" Peroxisome {ECO:0000269|PubMed:10191291}"	"overlaps 3"	181	"CYTOSOL"	1	"PMVK"	"-"	90	24	22	6	16	12	10	8	10	1	"-"	97	3	"-"	80	1	20	"-"	87	13	1
"TES"	""	"Plasma membrane;Cytoplasm;Focal Adhesions;Cell Junctions"	NA	"Supportive"	"cytoplasm; focal adhesion; nucleus; protein complex"	" Cytoplasm Cell junction focal adhesion Note=Detected along actin stress fibers"	"overlaps 3"	181	"CYTOSOL"	1	"TES"	"-"	28	34	24	12	24	10	8	28	24	8	"-"	100	1	"-"	81	1	19	"-"	83	14	3
"HSPBP1"	""	"Cytoplasm"	"Vesicles"	"Uncertain"	NA	NA	"overlaps 3"	185	"CYTOSOL"	1	"HSPBP1"	"-"	90	30	16	10	12	10	1	14	10	6	"-"	100	1	"-"	81	3	16	"-"	55	45	1
"ISOC1"	"CYTOSOL"	NA	NA	NA	"extracellular vesicular exosome; peroxisome"	NA	"overlaps 3"	185	"CYTOSOL"	1	"ISOC1"	"-"	90	42	30	12	10	8	4	4	1	1	"-"	100	1	"-"	87	1	13	"-"	56	43	1
"PLAA"	""	"Plasma membrane;Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"extracellular vesicular exosome"	NA	"overlaps 3"	185	"CYTOSOL"	1	"PLAA"	"-"	116	18	18	6	8	10	4	6	6	6	"-"	100	1	"-"	86	1	14	"-"	54	45	1
"PSME1"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleoplasm; proteasome activator complex; proteasome complex"	NA	"overlaps 3"	185	"CYTOSOL"	1	"PSME1"	"-"	104	38	28	12	8	6	1	1	1	1	"-"	100	1	"-"	86	1	14	"-"	53	47	1
"STAT1"	""	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"axon; cytoplasm; cytosol; dendrite; nuclear chromatin; nucleolus; nucleoplasm; nucleus"	" Cytoplasm {ECO:0000269|PubMed:15322115} Nucleus {ECO:0000269|PubMed:15322115} Note=Translocated into the nucleus upon tyrosine phosphorylation and dimerization in response to IFN-gamma and signaling by activated FGFR1 FGFR2 FGFR3 or FGFR4"	"overlaps 3"	185	"CYTOSOL"	1	"STAT1"	"-"	48	16	18	8	6	4	6	50	38	6	"-"	100	1	"-"	84	1	16	"-"	52	48	1
"WARS"	""	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm"	"overlaps 3"	185	"CYTOSOL"	1	"WARS"	"-"	82	18	18	8	14	10	6	18	20	8	"-"	97	3	"-"	85	1	15	"-"	54	46	1
"ARHGEF7"	""	NA	NA	NA	"cytosol; focal adhesion; lamellipodium; neuronal cell body; neuron projection; protein complex"	" Cell junction focal adhesion {ECO:0000250} Cell projection ruffle {ECO:0000250} Cytoplasm cell cortex {ECO:0000250} Cell projection lamellipodium {ECO:0000250} Note=Detected at cell adhesions A small proportion is detected at focal adhesions"	"overlaps 3"	223	"CYTOSOL"	1	"ARHGEF7"	"-"	34	26	20	12	16	20	16	24	30	1	"-"	91	9	"-"	90	1	10	"-"	85	15	1
"EFTUD1"	""	"Cytoplasm"	NA	"Uncertain"	NA	NA	"overlaps 3"	223	"CYTOSOL"	1	"EFTUD1"	"-"	98	16	20	1	16	6	1	22	22	1	"-"	96	4	"-"	90	1	10	"-"	86	14	1
"GNL1"	""	"Vesicles"	NA	"Supportive"	"cytosol; extracellular space; nucleus"	NA	"overlaps 3"	223	"CYTOSOL"	1	"GNL1"	"-"	104	22	22	8	12	6	4	12	8	4	"-"	100	1	"-"	90	1	10	"-"	85	15	1
"PPP1R7"	"CYTOSOL"	"Nucleoli"	NA	"Uncertain"	"chromosome; cytoplasm; extracellular vesicular exosome; nucleus"	" Nucleus {ECO:0000250}"	"overlaps 3"	223	"CYTOSOL"	1	"PPP1R7"	"-"	106	22	18	10	14	8	6	6	6	4	"-"	100	1	"-"	91	1	9	"-"	87	13	1
"SNX5"	""	"Nucleoli;Cytoplasm"	NA	"Uncertain"	"cytoplasmic vesicle; extrinsic component of cytoplasmic side of plasma membrane; extrinsic component of endosome membrane; macropinocytic cup"	" Early endosome membrane; Peripheral membrane protein; Cytoplasmic side Cell membrane; Peripheral membrane protein; Cytoplasmic side Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side Cytoplasm Cell projection phagocytic cup Cell projection ruffle Note=Recruited to the plasma membrane after EGF stimulation which leads to increased levels of phosphatidylinositol 34-bisphosphate (PdtIns(34)P2) Detected on macropinosomes Targeted to membrane ruffles in response to EGFR stimulation"	"overlaps 3"	223	"CYTOSOL"	1	"SNX5"	"-"	28	18	16	18	52	26	10	16	12	1	"-"	99	1	"-"	92	1	8	"-"	83	15	1
"THOP1"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm"	" Cytoplasm"	"overlaps 3"	223	"CYTOSOL"	1	"THOP1"	"-"	134	16	18	6	8	6	1	4	1	1	"-"	100	1	"-"	89	1	11	"-"	86	13	1
"CDV3"	""	"Cytoplasm"	"Nucleoli"	"Supportive"	"cytoplasm; nucleolus"	" Cytoplasm "	"overlaps 3"	255	"CYTOSOL"	1	"CDV3"	"-"	74	10	12	6	8	6	12	30	28	14	"-"	99	1	"-"	72	1	28	"-"	90	10	1
"CIAPIN1"	""	"Nucleus but not nucleoli"	"Mitochondria"	"Supportive"	"cytoplasm; mitochondrial intermembrane space; nucleolus; nucleus"	" Cytoplasm Nucleus Mitochondrion Mitochondrion intermembrane space {ECO:0000305} Note=Imported into mitochondria (in vitro)"	"overlaps 3"	255	"CYTOSOL"	1	"CIAPIN1"	"-"	116	20	22	10	12	10	4	4	1	1	"-"	100	1	"-"	68	1	32	"-"	89	8	3
"MAT2B"	""	NA	NA	NA	"cytosol; extracellular vesicular exosome; intracellular; methionine adenosyltransferase complex; mitochondrion; nucleus"	NA	"overlaps 3"	255	"CYTOSOL"	1	"MAT2B"	"-"	136	16	20	6	10	6	1	1	1	1	"-"	98	2	"-"	71	2	27	"-"	89	11	1
"NSFL1C"	""	"Nucleus but not nucleoli;Cytoplasm"	"Plasma membrane"	"Supportive"	"chromosome; cytoplasm; Golgi apparatus; intermediate filament cytoskeleton; nucleus; plasma membrane"	" Nucleus {ECO:0000250} Golgi apparatus Golgi stack {ECO:0000250} Chromosome {ECO:0000250} Note=Predominantly nuclear in interphase cells Bound to the axial elements of sex chromosomes in pachytene spermatocytes A small proportion of the protein is cytoplasmic associated with Golgi stacks (By similarity) {ECO:0000250}"	"overlaps 3"	255	"CYTOSOL"	1	"NSFL1C"	"-"	134	16	18	8	10	6	1	1	1	1	"-"	97	3	"-"	71	1	29	"-"	89	11	1
"OGFR"	""	"Nucleus but not nucleoli"	NA	"Uncertain"	"cytoplasm; membrane; nucleus"	" Cytoplasm {ECO:0000250} Nucleus {ECO:0000250} Note=The OGF/OGFR complex is probably translocated to the nucleus"	"overlaps 3"	255	"CYTOSOL"	1	"OGFR"	"-"	112	6	14	8	12	18	10	8	10	4	"-"	97	3	"-"	68	1	32	"-"	90	10	1
"PSME4"	"CYTOSOL"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytosol; nucleus; spermatoproteasome complex"	" Cytoplasm cytosol "	"overlaps 3"	255	"CYTOSOL"	1	"PSME4"	"-"	114	16	20	6	4	8	4	10	14	4	"-"	100	1	"-"	70	1	30	"-"	95	5	1
"STIP1"	"CYTOSOL"	"Nucleus but not nucleoli;Plasma membrane"	"Cytoplasm"	"Supportive"	"Golgi apparatus; nucleus"	" Cytoplasm {ECO:0000250} Nucleus {ECO:0000250}"	"overlaps 3"	255	"CYTOSOL"	1	"STIP1"	"-"	116	22	20	10	12	10	4	1	1	1	"-"	92	8	"-"	66	1	33	"-"	86	13	2
"GALE"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 3"	273	"CYTOSOL"	1	"GALE"	"-"	92	32	16	12	18	10	6	6	6	1	"-"	100	1	"-"	86	1	14	"-"	94	6	1
"IDE"	""	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cell surface; cytoplasm; cytosol; cytosolic proteasome complex; extracellular space; mitochondrion; nucleus; peroxisomal matrix; peroxisome; plasma membrane"	" Cytoplasm Cell membrane Secreted "	"overlaps 3"	273	"CYTOSOL"	1	"IDE"	"-"	74	24	20	10	14	10	12	18	14	1	"-"	100	1	"-"	84	1	16	"-"	90	8	1
"IMPA1"	"CYTOSOL"	"Mitochondria"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome"	" Cytoplasm "	"overlaps 3"	273	"CYTOSOL"	1	"IMPA1"	"-"	98	30	30	12	14	8	1	1	1	1	"-"	100	1	"-"	85	1	15	"-"	92	8	1
